Row,num_vertices,num_edges,largest_dist,ratio_of_edges,average_dist,mean_degree,std_deviation_degree,clustering_coef,energy,std_devi_eig_adj,connectivity,small_nonzero_eig_lap,sec_small_nonzero_eig_lap,large_eig_lap,sec_large_eig_lap,small_eig_adj,sec_small_eig_adj,large_eig_adj,sec_large_eig_adj,gap_eig_adj,gap_eig_lap
1,1.047331237205276,0.839618269474041,0.5760229640353492,-1.4226924948260864,1.4503726627640092,0.20700346291394917,0.42326803132094554,-0.7100024864502723,0.22057631465343563,0.2041817480182752,-0.30563543780511193,-0.45901428356769036,-0.30563543780511193,1.0024569498488345,0.6045554723536493,-0.3701500822613615,-0.44823339031068304,0.2514325312835361,0.519274329524813,-0.3080148131285709,1.0024569498944063
2,0.258921261540403,0.33828697226258964,0.5760229640353492,0.013785812296826705,-0.3736586732180214,0.44656618256214453,0.381831286579292,0.020611712613272715,0.4831263951482589,0.44345344096638956,0.4858387305464374,0.35034198137745165,0.4858387305464374,0.18528237500251915,0.37206112876599917,-0.4840456271025172,-0.46442272304444254,0.4422218996148299,0.5190812581395077,0.35574685480108464,0.18528237539576578
3,0.4896379608956728,0.7323702852914443,-1.2079732815050368,0.21802536366174793,-1.0733390196681132,1.1155663892503536,0.9232778566400811,0.0911837158888944,0.9515647809929496,1.1148197528826422,1.7697945585719184,0.080556559729071,1.7697945585719184,0.6509827563967845,0.7951230406892943,-0.9115585722159619,-0.9918403970244163,1.012527238220478,0.7580615862285524,1.4999328552481137,0.6509827566628864
4,-1.6304716108307533,-1.352127356064381,-1.2079732815050368,1.9521359311433686,-1.8346534714882023,-0.8652531356959745,-1.0455595119758503,1.7960840099668356,-0.9533514505765506,-0.8630054121693064,-0.32979123858114545,-0.45901428356769036,-0.32979123858114545,-1.1846494959468559,-1.081139424842671,0.9600552447423883,1.0734392581742243,-0.8890794364177248,-1.1124245652269882,-0.5232426027446012,-1.184649496145239
5,-1.042444437776236,-0.9122387809902324,0.5760229640353492,1.296430255864494,-0.8771647005614834,-0.6377610186685545,-0.682052046989658,1.7960840099668356,-0.6026021360336326,-0.6366416785244771,-0.6436457910444072,-0.6866899241459017,-0.6436457910444072,-0.9239888852638093,-0.7154244761577928,0.6233669154397574,0.9873106986746717,-0.6056016049172837,-0.559769164304367,-0.5987124028452527,-0.9239888852474198
6,-0.04127054572136252,-0.3066637661724393,0.5760229640353492,-0.5722773483814744,1.3250539214568051,-0.7343426572619581,-0.613793542382819,-0.7100024864502723,-0.7043343945495928,-0.7327113744880268,-0.9799058742694962,-0.5168366684764425,-0.9799058742694962,-0.21444329813161692,-0.5806188629477056,0.6376462532438806,0.5252386726388079,-0.7263483630342299,-0.5211640854079493,-1.0119768032611896,-0.21444329776894744
7,1.28871222797718,1.4537111842377763,0.5760229640353492,-1.032516006482985,-0.16537602963990464,1.4750132486611391,1.424190912387081,-0.6452106132061326,1.4765801916398043,1.4776579618614767,1.2856168411405373,2.5086253545644968,1.2856168411405373,1.2931289212670174,1.41151388847791,-1.4637248435535601,-1.4467704374877082,1.457770277235272,1.4346337279364338,1.4589652328671234,1.2931289210434393
8,0.7673542920711958,0.778096587224476,0.5760229640353492,-0.7434516076309645,0.33601831028868295,0.6567788681511165,0.6991835181896286,-0.5020257599109488,0.7514414936702519,0.6538775733109689,0.17219992107776944,0.080556559729071,0.17219992107776944,0.5460200702424425,0.7108924989928372,-0.8076140117313008,-0.7507700078676223,0.7215496519730404,0.9356865331690819,0.21548966904419864,0.5460200705531715
9,-0.46961950420818316,-0.25166441418851565,-1.2079732815050368,1.1410985768025144,-1.302178644165448,0.15325141826404012,-0.053619931179400476,1.567036605845692,0.045664743418463445,0.1505650560438418,0.8487884693584313,0.080556559729071,0.8487884693584313,-0.2755772824755848,-0.1231150124101427,-0.0239315804878615,-0.09723747659025056,0.08034068144775264,-0.16166021822764898,0.4906894490415759,-0.27557728212839827
10,-0.7865720714173895,-0.8231466734146426,-1.2079732815050368,0.6476529462026227,-0.3505901128646269,-0.8071121546393347,-0.795062365664672,-0.7100024864502723,-0.7657328407722004,-0.8051243770176116,-0.4165650064572861,-0.4734698797948784,-0.4165650064572861,-0.7109630753473216,-0.792201819992306,0.9112313743706826,0.7396325802851695,-0.8411409780396694,-1.0659862284771784,-0.4744436161959593,-0.7109630751895031
11,-1.4010275375653733,-1.5624226137818102,0.5760229640353492,0.700558231535031,1.0252499333475547,-1.6559204357546724,-1.6495465453943905,-0.7100024864502723,-1.6597725333299316,-1.6555609551455905,-1.4978562224908338,-0.45901428356769036,-1.4978562224908338,-1.5825348813845754,-1.5866207835143313,1.6716773001323824,1.5473727573944267,-1.6717608131837007,-1.650198526490423,-1.5512283518094576,-1.582534881995831
12,-0.6132011443200779,-0.577295675712987,0.5760229640353492,0.7231695744346315,-0.1436426507687627,-0.4629198359433307,-0.4000539949369732,1.5475594799024355,-0.38584140701888725,-0.4627818208584662,-0.9501585124913177,-0.6722343279187136,-0.9501585124913177,-0.7130545726186166,-0.5117452841905212,0.3367484545904641,0.6500604767192103,-0.3677034978878252,-0.17704476858507892,-0.6464457580196467,-0.7130545724620343
13,1.0589230029858354,1.1015168043571162,-1.2079732815050368,-1.006989928154857,-0.1439472936887386,0.954713586801599,1.0421308315485895,-0.7100024864502723,0.9132076112214857,0.9529373626806242,1.1416631366875634,-0.7083733184866837,1.1416631366875634,1.2398367168111923,1.065137194253116,-0.844114650265004,-0.9348825634508198,0.9290509291600355,0.7756273767493729,1.2595119231149805,1.2398367166430726
14,0.2187858750574685,0.17724129831806654,-1.2079732815050368,-0.2719827824488388,-0.20698461817921857,0.07533945987620935,0.15096408111242574,-0.7100024864502723,0.0865896729958302,0.07289020265358723,0.34341499997770814,-0.7156011166002777,0.34341499997770814,0.330212427433347,0.1742367028056438,0.012340623025935214,-0.12855871187895615,0.04808692258576321,-0.09673387500529082,0.33684321342838897,0.33021242780638743
15,-0.9666402284222146,-1.2914884474548272,2.06363301271207,-0.009873750009411618,1.8358842628214396,-1.642720902072553,-1.5946849030604806,-0.7100024864502723,-1.65418948583603,-1.642190150082739,-1.7817879014893596,-0.45901428356769036,-1.7817879014893596,-1.3960253046017304,-1.5637117183350404,1.5795474229656339,1.4887882181861263,-1.6329063518079368,-1.4601910519650527,-1.7649890238340635,-1.3960253050069287
16,1.8215812225285641,1.6562063266143232,0.5760229640353492,-1.6330727740066175,0.49895612355747876,1.72179752355582,1.789526323806201,-0.701305755914978,1.7970730443763177,1.7276326698684226,0.8580293272685929,2.5086253545644968,0.8580293272685929,1.7533165787679719,1.821057456052059,-1.8274742208935457,-1.7491269544177408,1.7915609137676725,1.862807671942223,1.2618741742932786,1.7533165779451692
